"NombreMunicipio","CodigoMunicipio","Ubicación","NombreRegion","CodigoRegion","Anio","CausaMortalidad","TipoPoblacionObjetivo","NumeroPoblacionObjetivo","NumeroCasos"
"Envigado","05266","POINT (-75.587333 6.16996)","VALLE DE ABURRA","1","2008","Suicidios","Poblacion total","186,625","17"
"Fredonia","05282","POINT (-75.671749 5.927145)","SUROESTE","8","2008","Suicidios","Poblacion total","24,185","1"
"Frontino","05284","POINT (-76.128568 6.77975)","OCCIDENTE","6","2008","Suicidios","Poblacion total","22,291","2"
"Giraldo","05306","POINT (-75.953365 6.680421)","OCCIDENTE","6","2008","Suicidios","Poblacion total","5,031","0"
"Girardota","05308","POINT (-75.446101 6.377536)","VALLE DE ABURRA","1","2008","Suicidios","Poblacion total","43,406","2"
"Gómez Plata","05310","POINT (-75.219375 6.681523)","NORTE","5","2008","Suicidios","Poblacion total","9,623","1"
"Granada","05313","POINT (-75.18443 6.14432)","ORIENTE","7","2008","Suicidios","Poblacion total","12,957","0"
"Guadalupe","05315","POINT (-75.240458 6.814987)","NORTE","5","2008","Suicidios","Poblacion total","6,526","0"
"Guarne","05318","POINT (-75.442619 6.279958)","ORIENTE","7","2008","Suicidios","Poblacion total","45,940","3"
"Guatapé","05321","POINT (-75.161723 6.234276)","ORIENTE","7","2008","Suicidios","Poblacion total","7,096","0"
"Heliconia","05347","POINT (-75.733349 6.207128)","OCCIDENTE","6","2008","Suicidios","Poblacion total","6,216","0"
"Hispania","05353","POINT (-75.907416 5.799621)","SUROESTE","8","2008","Suicidios","Poblacion total","5,327","0"
"Itagüí","05360","POINT (-75.609585 6.172619)","VALLE DE ABURRA","1","2008","Suicidios","Poblacion total","234,011","10"
"Ituango","05361","POINT (-75.764081 7.172568)","NORTE","5","2008","Suicidios","Poblacion total","26,114","0"
"Jardín","05364","POINT (-75.819483 5.599097)","SUROESTE","8","2008","Suicidios","Poblacion total","13,888","1"
"Jericó","05368","POINT (-75.786118 5.791557)","SUROESTE","8","2008","Suicidios","Poblacion total","14,165","1"
"La Ceja","05376","POINT (-75.431681 6.030682)","ORIENTE","7","2008","Suicidios","Poblacion total","53,831","3"
"La Estrella","05380","POINT (-75.643382 6.157644)","VALLE DE ABURRA","1","2008","Suicidios","Poblacion total","58,962","8"
"La Pintada","05390","POINT (-75.606525 5.747143)","SUROESTE","8","2008","Suicidios","Poblacion total","9,493","1"
"La Unión","05400","POINT (-75.361241 5.973832)","ORIENTE","7","2008","Suicidios","Poblacion total","19,216","3"
"Liborina","05411","POINT (-75.811313 6.67786)","OCCIDENTE","6","2008","Suicidios","Poblacion total","10,411","0"
"Maceo","05425","POINT (-74.673429 6.530691)","MAGDALENA MEDIO","3","2008","Suicidios","Poblacion total","8,552","0"
"Marinilla","05440","POINT (-75.334772 6.173718)","ORIENTE","7","2008","Suicidios","Poblacion total","54,917","1"
"Medellín","05001","POINT (-75.564739 6.253104)","VALLE DE ABURRA","1","2008","Suicidios","Poblacion total","2,129,336","124"
"Montebello","05467","POINT (-75.524621 5.945694)","SUROESTE","8","2008","Suicidios","Poblacion total","7,557","1"
"Murindó","05475","POINT (-76.82131 6.981328)","URABA","9","2008","Suicidios","Poblacion total","3,896","0"
"Mutatá","05480","POINT (-76.436928 7.245319)","URABA","9","2008","Suicidios","Poblacion total","12,548","4"
"Nariño","05483","POINT (-75.176323 5.609727)","ORIENTE","7","2008","Suicidios","Poblacion total","12,033","0"
"Nechí","05495","POINT (-74.775013 8.095003)","BAJO CAUCA","2","2008","Suicidios","Poblacion total","21,396","0"
"Necoclí","05490","POINT (-76.786829 8.424299)","URABA","9","2008","Suicidios","Poblacion total","37,618","0"
"Olaya","05501","POINT (-75.81238 6.628142)","OCCIDENTE","6","2008","Suicidios","Poblacion total","3,147","0"
"Peque","05543","POINT (-75.908927 7.021696)","OCCIDENTE","6","2008","Suicidios","Poblacion total","7,841","0"
"Pueblorrico","05576","POINT (-75.841914 5.790844)","SUROESTE","8","2008","Suicidios","Poblacion total","8,886","1"
"Puerto Berrío","05579","POINT (-74.402022 6.490753)","MAGDALENA MEDIO","3","2008","Suicidios","Poblacion total","35,674","3"
"Puerto Nare","05585","POINT (-74.581675 6.187952)","MAGDALENA MEDIO","3","2008","Suicidios","Poblacion total","14,887","0"
"Puerto Triunfo","05591","POINT (-74.640079 5.87335)","MAGDALENA MEDIO","3","2008","Suicidios","Poblacion total","14,998","0"
"Remedios","05604","POINT (-74.69368 7.02808)","NORDESTE","4","2008","Suicidios","Poblacion total","25,513","3"
"Rionegro","05615","POINT (-75.373872 6.153548)","ORIENTE","7","2008","Suicidios","Poblacion total","112,193","9"
"Sabanalarga","05628","POINT (-75.818245 6.850482)","OCCIDENTE","6","2008","Suicidios","Poblacion total","8,638","0"
"Sabaneta","05631","POINT (-75.615491 6.15156)","VALLE DE ABURRA","1","2008","Suicidios","Poblacion total","63,563","3"
"Salgar","05642","POINT (-75.979184 5.963438)","SUROESTE","8","2008","Suicidios","Poblacion total","19,420","2"
"San Andrés de Cuerquia","05647","POINT (-75.67649 6.914739)","NORTE","5","2008","Suicidios","Poblacion total","7,597","0"
"San Carlos","05649","POINT (-74.992086 6.188726)","ORIENTE","7","2008","Suicidios","Poblacion total","19,345","0"
"San Francisco","05652","POINT (-75.102069 5.964854)","ORIENTE","7","2008","Suicidios","Poblacion total","5,880","0"
"San Jerónimo","05656","POINT (-75.72792 6.442677)","OCCIDENTE","6","2008","Suicidios","Poblacion total","13,873","0"
"San José de La Montaña","05658","POINT (-75.683472 6.848958)","NORTE","5","2008","Suicidios","Poblacion total","3,318","0"
"San Juan de Urabá","05659","POINT (-76.524538 8.766496)","URABA","9","2008","Suicidios","Poblacion total","17,155","0"
"San Luis","05660","POINT (-74.994436 6.042772)","ORIENTE","7","2008","Suicidios","Poblacion total","13,348","1"
"San Pedro de Los Milagros","05664","POINT (-75.555959 6.461815)","NORTE","5","2008","Suicidios","Poblacion total","19,565","4"
"San Pedro de Urabá","05665","POINT (-76.382921 8.277916)","URABA","9","2008","Suicidios","Poblacion total","28,244","0"
"San Rafael","05667","POINT (-75.028257 6.295426)","ORIENTE","7","2008","Suicidios","Poblacion total","16,425","0"
"San Roque","05670","POINT (-75.019485 6.485044)","NORDESTE","4","2008","Suicidios","Poblacion total","20,932","0"
"San Vicente","05674","POINT (-75.331782 6.282678)","ORIENTE","7","2008","Suicidios","Poblacion total","21,725","1"
"Santa Bárbara","05679","POINT (-75.568167 5.874215)","SUROESTE","8","2008","Suicidios","Poblacion total","27,790","3"
"Santa Fe de Antioquia","05042","POINT (-75.827742 6.556455)","OCCIDENTE","6","2008","Suicidios","Poblacion total","23,989","1"
"Santa Rosa de Osos","05686","POINT (-75.460696 6.648965)","NORTE","5","2008","Suicidios","Poblacion total","32,633","2"
"Santo Domingo","05690","POINT (-75.164398 6.471292)","NORDESTE","4","2008","Suicidios","Poblacion total","13,513","0"
"Segovia","05736","POINT (-75.164407 6.471289)","NORDESTE","4","2008","Suicidios","Poblacion total","32,848","3"
"Sonsón","05756","POINT (-75.31098 5.709254)","ORIENTE","7","2008","Suicidios","Poblacion total","37,557","5"
"Sopetrán","05761","POINT (-75.742487 6.500955)","OCCIDENTE","6","2008","Suicidios","Poblacion total","14,429","2"
"Támesis","05789","POINT (-75.712508 5.662788)","SUROESTE","8","2008","Suicidios","Poblacion total","17,731","2"
"Tarazá","05790","POINT (-75.39983 7.58049)","BAJO CAUCA","2","2008","Suicidios","Poblacion total","23,166","2"
"Tarso","05792","POINT (-75.82213 5.865469)","SUROESTE","8","2008","Suicidios","Poblacion total","6,399","0"
"Titiribí","05809","POINT (-75.793717 6.063419)","SUROESTE","8","2008","Suicidios","Poblacion total","11,794","3"
"Toledo","05819","POINT (-75.691555 7.01096)","NORTE","5","2008","Suicidios","Poblacion total","5,435","0"
"Turbo","05837","POINT (-76.728476 8.095151)","URABA","9","2008","Suicidios","Poblacion total","108,017","0"
"Uramita","05842","POINT (-76.266639 7.001396)","OCCIDENTE","6","2008","Suicidios","Poblacion total","7,458","0"
"Urrao","05847","POINT (-76.134557 6.317018)","SUROESTE","8","2008","Suicidios","Poblacion total","29,161","0"
"Valdivia","05854","POINT (-75.391627 7.292119)","NORTE","5","2008","Suicidios","Poblacion total","13,578","4"
"Valparaíso","05856","POINT (-75.62448 5.616356)","SUROESTE","8","2008","Suicidios","Poblacion total","7,583","0"
"Vegachí","05858","POINT (-74.798745 6.77151)","NORDESTE","4","2008","Suicidios","Poblacion total","11,964","1"
"Venecia","05861","POINT (-75.733897 5.963555)","SUROESTE","8","2008","Suicidios","Poblacion total","11,977","0"
"Vigía del Fuerte","05873","POINT (-76.896085 6.589081)","URABA","9","2008","Suicidios","Poblacion total","8,313","0"
"Yalí","05885","POINT (-74.842107 6.675328)","NORDESTE","4","2008","Suicidios","Poblacion total","7,633","1"
"Yarumal","05887","POINT (-75.416733 6.963321)","NORTE","5","2008","Suicidios","Poblacion total","39,083","0"
"Yolombó","05890","POINT (-75.01183 6.59926)","NORDESTE","4","2008","Suicidios","Poblacion total","22,188","2"
"Yondó","05893","POINT (-73.909599 7.007398)","MAGDALENA MEDIO","3","2008","Suicidios","Poblacion total","15,496","0"
"Zaragoza","05895","POINT (-74.868261 7.492548)","BAJO CAUCA","2","2008","Suicidios","Poblacion total","23,822","3"
"Abejorral","05002","POINT (-75.427045 5.79145)","ORIENTE","7","2009","Suicidios","Poblacion total","22,026","2"
"Abriaquí","05004","POINT (-76.064563 6.63197)","OCCIDENTE","6","2009","Suicidios","Poblacion total","2,663","0"
"Alejandría","05021","POINT (-75.141258 6.376923)","ORIENTE","7","2009","Suicidios","Poblacion total","4,694","0"
"Amagá","05030","POINT (-75.703216 6.04063)","SUROESTE","8","2009","Suicidios","Poblacion total","27,920","3"
"Amalfi","05031","POINT (-75.075028 6.907385)","NORDESTE","4","2009","Suicidios","Poblacion total","23,772","5"
"Andes","05034","POINT (-75.877699 5.655629)","SUROESTE","8","2009","Suicidios","Poblacion total","42,074","6"
"Angelópolis","05036","POINT (-75.710262 6.111531)","SUROESTE","8","2009","Suicidios","Poblacion total","5,793","0"
"Angostura","05038","POINT (-75.334973 6.885789)","NORTE","5","2009","Suicidios","Poblacion total","11,912","1"
"Anorí","05040","POINT (-75.145827 7.073577)","NORDESTE","4","2009","Suicidios","Poblacion total","16,573","4"
"Anzá","05044","POINT (-75.854027 6.303405)","OCCIDENTE","6","2009","Suicidios","Poblacion total","6,839","1"
"Apartadó","05045","POINT (-76.630692 7.887047)","URABA","9","2009","Suicidios","Poblacion total","100,282","6"
"Arboletes","05051","POINT (-76.427353 8.852936)","URABA","9","2009","Suicidios","Poblacion total","29,075","0"
"Argelia","05055","POINT (-75.142821 5.731236)","ORIENTE","7","2009","Suicidios","Poblacion total","8,941","0"
"Armenia","05059","POINT (-75.787666 6.156497)","OCCIDENTE","6","2009","Suicidios","Poblacion total","5,701","0"
"Barbosa","05079","POINT (-75.331286 6.437248)","VALLE DE ABURRA","1","2009","Suicidios","Poblacion total","45,910","2"
"Bello","05088","POINT (-75.558281 6.334985)","VALLE DE ABURRA","1","2009","Suicidios","Poblacion total","436,136","20"
"Belmira","05086","POINT (-75.667252 6.606713)","NORTE","5","2009","Suicidios","Poblacion total","5,852","0"
"Betania","05091","POINT (-75.976261 5.745292)","SUROESTE","8","2009","Suicidios","Poblacion total","11,108","3"
"Betulia","05093","POINT (-75.984594 6.113454)","SUROESTE","8","2009","Suicidios","Poblacion total","15,555","0"
"Briceño","05107","POINT (-75.551532 7.110465)","NORTE","5","2009","Suicidios","Poblacion total","8,268","0"
"Buriticá","05113","POINT (-75.907102 6.719872)","OCCIDENTE","6","2009","Suicidios","Poblacion total","8,672","0"
"Cáceres","05120","POINT (-75.347874 7.582281)","BAJO CAUCA","2","2009","Suicidios","Poblacion total","26,081","0"
"Caicedo","05125","POINT (-75.982545 6.406072)","OCCIDENTE","6","2009","Suicidios","Poblacion total","7,892","0"
"Caldas","05129","POINT (-75.635534 6.09199)","VALLE DE ABURRA","1","2009","Suicidios","Poblacion total","69,321","8"
"Campamento","05134","POINT (-75.29634 6.979113)","NORTE","5","2009","Suicidios","Poblacion total","9,560","2"
"Cañasgordas","05138","POINT (-76.025603 6.749957)","OCCIDENTE","6","2009","Suicidios","Poblacion total","16,648","4"
"Caracolí","05142","POINT (-74.756712 6.410876)","MAGDALENA MEDIO","3","2009","Suicidios","Poblacion total","5,072","0"
"Caramanta","05145","POINT (-75.644483 5.548681)","SUROESTE","8","2009","Suicidios","Poblacion total","5,593","1"
"Carepa","05147","POINT (-76.655568 7.755937)","URABA","9","2009","Suicidios","Poblacion total","38,430","2"
"Carolina","05150","POINT (-75.281494 6.723626)","NORTE","5","2009","Suicidios","Poblacion total","3,892","0"
"Caucasia","05154","POINT (-75.197397 7.989436)","BAJO CAUCA","2","2009","Suicidios","Poblacion total","76,352","2"
"Chigorodó","05172","POINT (-76.685044 7.672652)","URABA","9","2009","Suicidios","Poblacion total","48,017","2"
"Cisneros","05190","POINT (-75.087684 6.538526)","NORDESTE","4","2009","Suicidios","Poblacion total","9,591","0"
"Ciudad Bolívar","05101","POINT (-76.020994 5.850015)","SUROESTE","8","2009","Suicidios","Poblacion total","26,829","4"
"Cocorná","05197","POINT (-75.185273 6.057769)","ORIENTE","7","2009","Suicidios","Poblacion total","17,860","1"
"Concepción","05206","POINT (-75.259425 6.394975)","ORIENTE","7","2009","Suicidios","Poblacion total","5,212","0"
"Concordia","05209","POINT (-75.907256 6.046154)","SUROESTE","8","2009","Suicidios","Poblacion total","21,386","2"
"Copacabana","05212","POINT (-75.508181 6.346097)","VALLE DE ABURRA","1","2009","Suicidios","Poblacion total","67,562","5"
"Dabeiba","05234","POINT (-76.266682 7.001567)","OCCIDENTE","6","2009","Suicidios","Poblacion total","22,391","1"
"Donmatías","05237","POINT (-75.394608 6.486305)","NORTE","5","2009","Suicidios","Poblacion total","16,876","2"
"Ebéjico","05240","POINT (-75.768514 6.326468)","OCCIDENTE","6","2009","Suicidios","Poblacion total","13,114","0"
"El Bagre","05250","POINT (-74.812977 7.60005)","BAJO CAUCA","2","2009","Suicidios","Poblacion total","42,970","2"
"El Carmen de Viboral","05148","POINT (-75.335351 6.083283)","ORIENTE","7","2009","Suicidios","Poblacion total","51,409","6"
"El Peñol","05541","POINT (-75.161743 6.234274)","ORIENTE","7","2009","Suicidios","Poblacion total","19,230","1"
"El Retiro","05607","POINT (-75.502683 6.057336)","ORIENTE","7","2009","Suicidios","Poblacion total","20,198","2"
"El Santuario","05697","POINT (-75.265676 6.139528)","ORIENTE","7","2009","Suicidios","Poblacion total","32,097","2"
"Entrerríos","05264","POINT (-75.517037 6.567385)","NORTE","5","2009","Suicidios","Poblacion total","9,601","0"
"Envigado","05266","POINT (-75.587333 6.16996)","VALLE DE ABURRA","1","2009","Suicidios","Poblacion total","190,662","10"
"Fredonia","05282","POINT (-75.671749 5.927145)","SUROESTE","8","2009","Suicidios","Poblacion total","24,163","1"
"Frontino","05284","POINT (-76.128568 6.77975)","OCCIDENTE","6","2009","Suicidios","Poblacion total","22,090","1"
"Giraldo","05306","POINT (-75.953365 6.680421)","OCCIDENTE","6","2009","Suicidios","Poblacion total","5,089","0"
"Girardota","05308","POINT (-75.446101 6.377536)","VALLE DE ABURRA","1","2009","Suicidios","Poblacion total","44,165","3"
"Gómez Plata","05310","POINT (-75.219375 6.681523)","NORTE","5","2009","Suicidios","Poblacion total","9,663","2"
"Granada","05313","POINT (-75.18443 6.14432)","ORIENTE","7","2009","Suicidios","Poblacion total","12,650","1"
"Guadalupe","05315","POINT (-75.240458 6.814987)","NORTE","5","2009","Suicidios","Poblacion total","6,536","1"
"Guarne","05318","POINT (-75.442619 6.279958)","ORIENTE","7","2009","Suicidios","Poblacion total","46,779","0"
"Guatapé","05321","POINT (-75.161723 6.234276)","ORIENTE","7","2009","Suicidios","Poblacion total","7,219","0"
"Heliconia","05347","POINT (-75.733349 6.207128)","OCCIDENTE","6","2009","Suicidios","Poblacion total","6,173","0"
"Hispania","05353","POINT (-75.907416 5.799621)","SUROESTE","8","2009","Suicidios","Poblacion total","5,336","0"
"Itagüí","05360","POINT (-75.609585 6.172619)","VALLE DE ABURRA","1","2009","Suicidios","Poblacion total","238,038","12"
"Ituango","05361","POINT (-75.764081 7.172568)","NORTE","5","2009","Suicidios","Poblacion total","26,166","2"
"Jardín","05364","POINT (-75.819483 5.599097)","SUROESTE","8","2009","Suicidios","Poblacion total","13,922","0"
"Jericó","05368","POINT (-75.786118 5.791557)","SUROESTE","8","2009","Suicidios","Poblacion total","14,067","0"
"La Ceja","05376","POINT (-75.431681 6.030682)","ORIENTE","7","2009","Suicidios","Poblacion total","54,869","3"
"La Estrella","05380","POINT (-75.643382 6.157644)","VALLE DE ABURRA","1","2009","Suicidios","Poblacion total","60,156","2"
"La Pintada","05390","POINT (-75.606525 5.747143)","SUROESTE","8","2009","Suicidios","Poblacion total","9,365","1"
"La Unión","05400","POINT (-75.361241 5.973832)","ORIENTE","7","2009","Suicidios","Poblacion total","19,439","2"
"Liborina","05411","POINT (-75.811313 6.67786)","OCCIDENTE","6","2009","Suicidios","Poblacion total","10,298","0"
"Maceo","05425","POINT (-74.673429 6.530691)","MAGDALENA MEDIO","3","2009","Suicidios","Poblacion total","8,480","0"
"Marinilla","05440","POINT (-75.334772 6.173718)","ORIENTE","7","2009","Suicidios","Poblacion total","55,778","2"
"Medellín","05001","POINT (-75.564739 6.253104)","VALLE DE ABURRA","1","2009","Suicidios","Poblacion total","2,157,094","125"
"Montebello","05467","POINT (-75.524621 5.945694)","SUROESTE","8","2009","Suicidios","Poblacion total","7,455","0"
"Murindó","05475","POINT (-76.82131 6.981328)","URABA","9","2009","Suicidios","Poblacion total","4,004","0"
"Mutatá","05480","POINT (-76.436928 7.245319)","URABA","9","2009","Suicidios","Poblacion total","12,680","2"
"Nariño","05483","POINT (-75.176323 5.609727)","ORIENTE","7","2009","Suicidios","Poblacion total","11,852","0"
"Nechí","05495","POINT (-74.775013 8.095003)","BAJO CAUCA","2","2009","Suicidios","Poblacion total","21,821","1"
"Necoclí","05490","POINT (-76.786829 8.424299)","URABA","9","2009","Suicidios","Poblacion total","38,019","0"
"Olaya","05501","POINT (-75.81238 6.628142)","OCCIDENTE","6","2009","Suicidios","Poblacion total","3,132","0"
"Peque","05543","POINT (-75.908927 7.021696)","OCCIDENTE","6","2009","Suicidios","Poblacion total","7,841","0"
"Pueblorrico","05576","POINT (-75.841914 5.790844)","SUROESTE","8","2009","Suicidios","Poblacion total","8,844","2"
"Puerto Berrío","05579","POINT (-74.402022 6.490753)","MAGDALENA MEDIO","3","2009","Suicidios","Poblacion total","36,002","3"
"Puerto Nare","05585","POINT (-74.581675 6.187952)","MAGDALENA MEDIO","3","2009","Suicidios","Poblacion total","14,864","0"
"Puerto Triunfo","05591","POINT (-74.640079 5.87335)","MAGDALENA MEDIO","3","2009","Suicidios","Poblacion total","15,272","1"
"Remedios","05604","POINT (-74.69368 7.02808)","NORDESTE","4","2009","Suicidios","Poblacion total","25,784","0"
"Rionegro","05615","POINT (-75.373872 6.153548)","ORIENTE","7","2009","Suicidios","Poblacion total","114,361","8"
"Sabanalarga","05628","POINT (-75.818245 6.850482)","OCCIDENTE","6","2009","Suicidios","Poblacion total","8,679","0"
"Sabaneta","05631","POINT (-75.615491 6.15156)","VALLE DE ABURRA","1","2009","Suicidios","Poblacion total","65,370","1"
"Salgar","05642","POINT (-75.979184 5.963438)","SUROESTE","8","2009","Suicidios","Poblacion total","19,290","3"
"San Andrés de Cuerquia","05647","POINT (-75.67649 6.914739)","NORTE","5","2009","Suicidios","Poblacion total","7,505","0"
"San Carlos","05649","POINT (-74.992086 6.188726)","ORIENTE","7","2009","Suicidios","Poblacion total","19,008","0"
"San Francisco","05652","POINT (-75.102069 5.964854)","ORIENTE","7","2009","Suicidios","Poblacion total","5,868","0"
"San Jerónimo","05656","POINT (-75.72792 6.442677)","OCCIDENTE","6","2009","Suicidios","Poblacion total","14,020","1"
"San José de La Montaña","05658","POINT (-75.683472 6.848958)","NORTE","5","2009","Suicidios","Poblacion total","3,340","0"
"San Juan de Urabá","05659","POINT (-76.524538 8.766496)","URABA","9","2009","Suicidios","Poblacion total","17,433","0"
"San Luis","05660","POINT (-74.994436 6.042772)","ORIENTE","7","2009","Suicidios","Poblacion total","13,312","1"
"San Pedro de Los Milagros","05664","POINT (-75.555959 6.461815)","NORTE","5","2009","Suicidios","Poblacion total","19,791","2"
"San Pedro de Urabá","05665","POINT (-76.382921 8.277916)","URABA","9","2009","Suicidios","Poblacion total","28,475","0"
"San Rafael","05667","POINT (-75.028257 6.295426)","ORIENTE","7","2009","Suicidios","Poblacion total","16,351","2"
"San Roque","05670","POINT (-75.019485 6.485044)","NORDESTE","4","2009","Suicidios","Poblacion total","20,965","1"
"San Vicente","05674","POINT (-75.331782 6.282678)","ORIENTE","7","2009","Suicidios","Poblacion total","21,719","5"
"Santa Bárbara","05679","POINT (-75.568167 5.874215)","SUROESTE","8","2009","Suicidios","Poblacion total","27,630","0"
"Santa Fe de Antioquia","05042","POINT (-75.827742 6.556455)","OCCIDENTE","6","2009","Suicidios","Poblacion total","24,183","4"
"Santa Rosa de Osos","05686","POINT (-75.460696 6.648965)","NORTE","5","2009","Suicidios","Poblacion total","32,933","2"
"Santo Domingo","05690","POINT (-75.164398 6.471292)","NORDESTE","4","2009","Suicidios","Poblacion total","13,416","1"
"Segovia","05736","POINT (-75.164407 6.471289)","NORDESTE","4","2009","Suicidios","Poblacion total","33,310","1"
"Sonsón","05756","POINT (-75.31098 5.709254)","ORIENTE","7","2009","Suicidios","Poblacion total","37,367","4"
"Sopetrán","05761","POINT (-75.742487 6.500955)","OCCIDENTE","6","2009","Suicidios","Poblacion total","14,478","1"
"Támesis","05789","POINT (-75.712508 5.662788)","SUROESTE","8","2009","Suicidios","Poblacion total","17,580","2"
"Tarazá","05790","POINT (-75.39983 7.58049)","BAJO CAUCA","2","2009","Suicidios","Poblacion total","23,541","3"
"Tarso","05792","POINT (-75.82213 5.865469)","SUROESTE","8","2009","Suicidios","Poblacion total","6,411","0"
"Titiribí","05809","POINT (-75.793717 6.063419)","SUROESTE","8","2009","Suicidios","Poblacion total","11,655","2"
"Toledo","05819","POINT (-75.691555 7.01096)","NORTE","5","2009","Suicidios","Poblacion total","5,350","0"
"Turbo","05837","POINT (-76.728476 8.095151)","URABA","9","2009","Suicidios","Poblacion total","109,496","2"
"Uramita","05842","POINT (-76.266639 7.001396)","OCCIDENTE","6","2009","Suicidios","Poblacion total","7,415","1"
"Urrao","05847","POINT (-76.134557 6.317018)","SUROESTE","8","2009","Suicidios","Poblacion total","29,245","2"
"Valdivia","05854","POINT (-75.391627 7.292119)","NORTE","5","2009","Suicidios","Poblacion total","13,604","3"
"Valparaíso","05856","POINT (-75.62448 5.616356)","SUROESTE","8","2009","Suicidios","Poblacion total","7,482","0"
"Vegachí","05858","POINT (-74.798745 6.77151)","NORDESTE","4","2009","Suicidios","Poblacion total","11,944","0"
"Venecia","05861","POINT (-75.733897 5.963555)","SUROESTE","8","2009","Suicidios","Poblacion total","11,902","0"
"Vigía del Fuerte","05873","POINT (-76.896085 6.589081)","URABA","9","2009","Suicidios","Poblacion total","8,362","0"
"Yalí","05885","POINT (-74.842107 6.675328)","NORDESTE","4","2009","Suicidios","Poblacion total","7,604","0"
"Yarumal","05887","POINT (-75.416733 6.963321)","NORTE","5","2009","Suicidios","Poblacion total","39,289","3"
"Yolombó","05890","POINT (-75.01183 6.59926)","NORDESTE","4","2009","Suicidios","Poblacion total","22,217","1"
"Yondó","05893","POINT (-73.909599 7.007398)","MAGDALENA MEDIO","3","2009","Suicidios","Poblacion total","15,869","0"
"Zaragoza","05895","POINT (-74.868261 7.492548)","BAJO CAUCA","2","2009","Suicidios","Poblacion total","23,890","0"
"Abejorral","05002","POINT (-75.427045 5.79145)","ORIENTE","7","2010","Suicidios","Poblacion total","21,822","0"
"Abriaquí","05004","POINT (-76.064563 6.63197)","OCCIDENTE","6","2010","Suicidios","Poblacion total","2,655","0"
"Alejandría","05021","POINT (-75.141258 6.376923)","ORIENTE","7","2010","Suicidios","Poblacion total","4,679","0"
"Amagá","05030","POINT (-75.703216 6.04063)","SUROESTE","8","2010","Suicidios","Poblacion total","28,132","0"
"Amalfi","05031","POINT (-75.075028 6.907385)","NORDESTE","4","2010","Suicidios","Poblacion total","23,986","5"
"Andes","05034","POINT (-75.877699 5.655629)","SUROESTE","8","2010","Suicidios","Poblacion total","42,152","2"
"Angelópolis","05036","POINT (-75.710262 6.111531)","SUROESTE","8","2010","Suicidios","Poblacion total","5,795","0"
"Angostura","05038","POINT (-75.334973 6.885789)","NORTE","5","2010","Suicidios","Poblacion total","11,853","0"
"Anorí","05040","POINT (-75.145827 7.073577)","NORDESTE","4","2010","Suicidios","Poblacion total","16,733","4"
"Anzá","05044","POINT (-75.854027 6.303405)","OCCIDENTE","6","2010","Suicidios","Poblacion total","6,812","1"
"Apartadó","05045","POINT (-76.630692 7.887047)","URABA","9","2010","Suicidios","Poblacion total","102,469","1"
"Arboletes","05051","POINT (-76.427353 8.852936)","URABA","9","2010","Suicidios","Poblacion total","29,052","1"
"Argelia","05055","POINT (-75.142821 5.731236)","ORIENTE","7","2010","Suicidios","Poblacion total","8,789","1"
"Armenia","05059","POINT (-75.787666 6.156497)","OCCIDENTE","6","2010","Suicidios","Poblacion total","5,652","1"
"Barbosa","05079","POINT (-75.331286 6.437248)","VALLE DE ABURRA","1","2010","Suicidios","Poblacion total","46,509","6"
"Bello","05088","POINT (-75.558281 6.334985)","VALLE DE ABURRA","1","2010","Suicidios","Poblacion total","445,349","16"
"Belmira","05086","POINT (-75.667252 6.606713)","NORTE","5","2010","Suicidios","Poblacion total","5,850","0"
"Betania","05091","POINT (-75.976261 5.745292)","SUROESTE","8","2010","Suicidios","Poblacion total","10,993","2"
"Betulia","05093","POINT (-75.984594 6.113454)","SUROESTE","8","2010","Suicidios","Poblacion total","15,566","3"
"Briceño","05107","POINT (-75.551532 7.110465)","NORTE","5","2010","Suicidios","Poblacion total","8,256","0"
"Buriticá","05113","POINT (-75.907102 6.719872)","OCCIDENTE","6","2010","Suicidios","Poblacion total","8,766","1"
"Cáceres","05120","POINT (-75.347874 7.582281)","BAJO CAUCA","2","2010","Suicidios","Poblacion total","26,363","1"
"Caicedo","05125","POINT (-75.982545 6.406072)","OCCIDENTE","6","2010","Suicidios","Poblacion total","7,915","0"
"Caldas","05129","POINT (-75.635534 6.09199)","VALLE DE ABURRA","1","2010","Suicidios","Poblacion total","70,414","5"
"Campamento","05134","POINT (-75.29634 6.979113)","NORTE","5","2010","Suicidios","Poblacion total","9,471","0"
"Cañasgordas","05138","POINT (-76.025603 6.749957)","OCCIDENTE","6","2010","Suicidios","Poblacion total","16,521","2"
"Caracolí","05142","POINT (-74.756712 6.410876)","MAGDALENA MEDIO","3","2010","Suicidios","Poblacion total","5,015","1"
"Caramanta","05145","POINT (-75.644483 5.548681)","SUROESTE","8","2010","Suicidios","Poblacion total","5,500","0"
"Carepa","05147","POINT (-76.655568 7.755937)","URABA","9","2010","Suicidios","Poblacion total","39,427","1"
"Carolina","05150","POINT (-75.281494 6.723626)","NORTE","5","2010","Suicidios","Poblacion total","3,888","0"
"Caucasia","05154","POINT (-75.197397 7.989436)","BAJO CAUCA","2","2010","Suicidios","Poblacion total","77,825","1"
"Chigorodó","05172","POINT (-76.685044 7.672652)","URABA","9","2010","Suicidios","Poblacion total","49,013","0"
"Cisneros","05190","POINT (-75.087684 6.538526)","NORDESTE","4","2010","Suicidios","Poblacion total","9,592","0"
